Time,IronAvgP,SteelAvgP
2019-10-14T13:13:51-04:00,1627,3505
2019-10-14T13:28:54-04:00,1930,3412
2019-10-14T13:43:51-04:00,1934,3500
2019-10-14T13:58:44-04:00,1934,3500
2019-10-14T14:14:01-04:00,1934,3500
2019-10-14T14:28:58-04:00,1940,3500
2019-10-14T14:43:52-04:00,1940,3500
2019-10-14T14:58:59-04:00,1940,3454
2019-10-14T15:13:56-04:00,1940,3485
2019-10-14T15:28:53-04:00,1940,3583
2019-10-14T15:43:55-04:00,1940,3052
2019-10-14T15:59:01-04:00,1941,3207
2019-10-14T16:13:55-04:00,1941,3578
2019-10-14T16:28:54-04:00,1996,3584
2019-10-14T16:43:59-04:00,1450,3588
2019-10-14T16:58:56-04:00,1450,3588
2019-10-14T17:13:57-04:00,1683,3588
2019-10-14T17:28:53-04:00,1685,3586
2019-10-14T17:43:55-04:00,1768,3536
2019-10-14T17:58:52-04:00,1768,3590
2019-10-14T18:14:00-04:00,1754,3522
2019-10-14T18:29:01-04:00,1602,3529
2019-10-14T19:31:48-04:00,1321,3548
2019-10-14T20:24:12-04:00,1935,3577
2019-10-14T21:19:30-04:00,1936,3580
2019-10-14T21:34:27-04:00,1780,3578
2019-10-14T21:49:26-04:00,1929,3578
2019-10-14T22:04:22-04:00,1883,3511
2019-10-14T22:19:26-04:00,1890,3578
2019-10-14T22:34:30-04:00,1890,3321
2019-10-14T22:49:32-04:00,1932,3543
2019-10-14T23:04:30-04:00,1932,3577
2019-10-14T23:19:16-04:00,1813,3577
2019-10-14T23:34:28-04:00,1676,3577
2019-10-14T23:49:29-04:00,1676,3577
2019-10-15T00:04:17-04:00,1676,3577
2019-10-15T00:19:31-04:00,1480,3570
2019-10-15T00:34:34-04:00,1806,3574
2019-10-15T00:49:24-04:00,1806,3564
2019-10-15T01:04:26-04:00,1806,3573
2019-10-15T01:19:30-04:00,2335,3576
2019-10-15T01:34:34-04:00,2306,3577
2019-10-15T01:49:24-04:00,2306,3576
2019-10-15T02:04:32-04:00,2306,3576
2019-10-15T02:19:29-04:00,2145,3481
2019-10-15T02:34:30-04:00,1867,5395
2019-10-15T02:49:28-04:00,1867,3575
2019-10-15T03:04:22-04:00,1931,3557
2019-10-15T03:19:32-04:00,1651,3554
2019-10-15T03:34:28-04:00,1651,3342
2019-10-15T03:49:21-04:00,1410,3573
2019-10-15T04:04:30-04:00,1410,3461
2019-10-15T04:19:34-04:00,1722,3461
2019-10-15T04:34:27-04:00,1787,3307
2019-10-15T04:49:23-04:00,1787,3536
2019-10-15T05:04:29-04:00,1787,3570
2019-10-15T05:19:27-04:00,1787,4491
2019-10-15T05:34:34-04:00,1787,3956
2019-10-15T05:49:35-04:00,1787,3856
2019-10-15T06:04:26-04:00,1787,3576
2019-10-15T06:19:30-04:00,1787,3576
2019-10-15T06:34:28-04:00,1718,3576
2019-10-15T06:49:28-04:00,1718,3590
2019-10-15T07:16:05-04:00,1785,3577
2019-10-15T13:13:12-04:00,1095,3577
2019-10-15T13:28:17-04:00,1095,3531
2019-10-15T13:43:21-04:00,1370,3502
2019-10-15T13:58:26-04:00,1337,3534
2019-10-15T14:13:14-04:00,1337,3571
2019-10-15T14:28:14-04:00,1337,3562
2019-10-15T14:43:16-04:00,1337,3560
2019-10-15T14:58:11-04:00,1668,3559
2019-10-15T15:13:16-04:00,1668,3560
2019-10-15T15:28:12-04:00,1632,3466
2019-10-15T15:43:23-04:00,1632,3538
2019-10-15T15:58:22-04:00,1773,3534
2019-10-15T16:13:14-04:00,1845,3562
2019-10-15T16:28:15-04:00,1845,3539
2019-10-15T16:43:18-04:00,1507,3561
2019-10-15T16:58:14-04:00,1890,3561
2019-10-15T17:13:21-04:00,1765,3533
2019-10-15T18:54:35-04:00,1889,3530
2019-10-15T19:09:31-04:00,1497,3559
2019-10-15T20:32:12-04:00,1462,3559
2019-10-15T20:47:21-04:00,1462,3454
2019-10-15T21:02:17-04:00,1404,3336
2019-10-15T21:33:50-04:00,1487,3446
2019-10-15T21:54:11-04:00,1435,3491
2019-10-15T22:09:01-04:00,1855,3559
2019-10-15T22:24:04-04:00,1627,3570
2019-10-15T22:39:11-04:00,1449,3570
2019-10-15T22:54:13-04:00,1449,3567
2019-10-15T23:09:15-04:00,1412,3580
2019-10-15T23:24:08-04:00,1785,3501
2019-10-15T23:39:04-04:00,1785,3495
2019-10-15T23:54:08-04:00,1847,3580
2019-10-16T00:09:07-04:00,1847,3614
2019-10-16T00:24:01-04:00,1876,3082
2019-10-16T00:39:08-04:00,1876,3644
2019-10-16T00:54:10-04:00,1876,3599
2019-10-16T01:09:06-04:00,1821,3657
2019-10-16T01:24:10-04:00,1821,3680
2019-10-16T01:39:05-04:00,1821,3498
2019-10-16T01:54:13-04:00,1821,3442
2019-10-16T02:09:17-04:00,1821,3160
2019-10-16T02:24:05-04:00,1821,3608
2019-10-16T02:39:11-04:00,1821,3609
2019-10-16T02:54:04-04:00,1829,3699
2019-10-16T03:09:18-04:00,1829,5164
2019-10-16T03:24:00-04:00,1829,3720
2019-10-16T03:39:04-04:00,1829,3720
2019-10-16T03:54:09-04:00,1829,3700
2019-10-16T04:09:11-04:00,2024,3695
2019-10-16T04:24:06-04:00,1916,3690
2019-10-16T04:39:18-04:00,1924,3690
2019-10-16T04:54:06-04:00,1924,3690
2019-10-16T05:09:14-04:00,1903,3690
2019-10-16T05:24:07-04:00,1894,3170
2019-10-16T05:39:07-04:00,1888,3200
2019-10-16T05:54:16-04:00,1889,3375
2019-10-16T06:09:07-04:00,1890,3375
2019-10-16T06:24:12-04:00,1890,3050
2019-10-16T06:39:04-04:00,1477,3050
2019-10-16T06:54:11-04:00,1477,3001
2019-10-16T07:09:03-04:00,1746,3334
2019-10-16T07:24:17-04:00,1746,3352
2019-10-16T07:39:04-04:00,1357,3439
2019-10-16T07:54:05-04:00,1515,3598
2019-10-16T08:09:06-04:00,1515,3591
2019-10-16T08:24:10-04:00,1835,3331
2019-10-16T08:39:06-04:00,1835,3574
2019-10-16T08:54:03-04:00,1835,3520
2019-10-16T09:09:11-04:00,1986,3490
2019-10-16T09:24:08-04:00,1998,3486
2019-10-16T09:39:08-04:00,1998,3516
2019-10-16T09:54:08-04:00,1998,3202
2019-10-16T10:09:05-04:00,1998,3314
2019-10-16T10:24:12-04:00,1990,3643
2019-10-16T10:39:11-04:00,1990,3681
2019-10-16T10:54:10-04:00,1957,3670
2019-10-16T11:09:12-04:00,1956,3324
2019-10-16T11:24:03-04:00,1956,3588
2019-10-16T12:50:23-04:00,1952,3671
2019-10-16T13:20:31-04:00,1692,3716
2019-10-16T13:35:37-04:00,1308,3693
2019-10-16T13:50:26-04:00,1938,3681
2019-10-16T14:05:32-04:00,1941,3681
2019-10-16T14:20:32-04:00,1946,3679
2019-10-16T14:35:32-04:00,1667,3078
2019-10-16T14:50:36-04:00,1667,2845
2019-10-16T15:05:30-04:00,1667,3658
2019-10-16T15:20:30-04:00,1299,3679
2019-10-16T15:35:28-04:00,1299,3669
2019-10-16T15:50:31-04:00,1299,3669
2019-10-16T16:05:32-04:00,1299,3600
2019-10-16T16:20:27-04:00,1299,3600
2019-10-16T16:35:30-04:00,1295,3611
2019-10-16T16:50:30-04:00,1197,3260
2019-10-16T17:05:30-04:00,1398,3600
2019-10-16T17:20:30-04:00,1891,3622
2019-10-16T17:35:26-04:00,1891,3623
2019-10-16T17:50:31-04:00,1946,3686
2019-10-16T18:05:35-04:00,1946,3689
2019-10-16T18:35:55-04:00,1961,3687
2019-10-16T18:50:53-04:00,1961,3666
2019-10-16T19:05:49-04:00,1961,3686
2019-10-16T19:21:00-04:00,1855,3688
2019-10-16T19:35:51-04:00,1878,3675
2019-10-16T19:50:56-04:00,1831,3525
2019-10-16T20:05:57-04:00,1331,3580
2019-10-16T21:26:49-04:00,1981,3614
2019-10-16T21:41:51-04:00,1987,3662
2019-10-16T21:56:49-04:00,1987,3659
2019-10-16T22:11:50-04:00,1987,3686
2019-10-16T22:26:43-04:00,1364,3687
2019-10-16T22:41:37-04:00,1364,3687
2019-10-16T22:56:37-04:00,1659,3686
2019-10-16T23:11:56-04:00,1659,3887
2019-10-16T23:26:52-04:00,1659,3909
2019-10-16T23:41:43-04:00,1709,3895
2019-10-16T23:56:50-04:00,1709,3813
2019-10-17T00:11:46-04:00,1695,3893
2019-10-17T00:26:43-04:00,1778,3895
2019-10-17T00:41:52-04:00,1603,3900
2019-10-17T00:56:42-04:00,1833,3900
2019-10-17T01:11:53-04:00,1833,3900
2019-10-17T01:26:47-04:00,1833,3900
2019-10-17T01:41:54-04:00,1617,3900
2019-10-17T01:56:48-04:00,1639,3900
2019-10-17T02:11:45-04:00,1639,3200
2019-10-17T02:26:41-04:00,1474,3631
2019-10-17T02:41:46-04:00,1474,3898
2019-10-17T02:56:54-04:00,1474,3636
2019-10-17T03:11:50-04:00,1474,3636
2019-10-17T03:26:45-04:00,1407,3636
2019-10-17T03:41:37-04:00,1406,3636
2019-10-17T03:56:52-04:00,1406,3900
2019-10-17T04:11:49-04:00,1406,4028
2019-10-17T04:26:48-04:00,1439,4080
2019-10-17T04:41:52-04:00,1910,4093
2019-10-17T04:56:48-04:00,1481,4232
2019-10-17T05:11:48-04:00,1960,4239
2019-10-17T05:26:48-04:00,1960,4239
2019-10-17T05:41:47-04:00,1960,4292
2019-10-17T05:56:43-04:00,1816,4405
2019-10-17T06:11:49-04:00,1816,3794
2019-10-17T06:26:39-04:00,1358,3794
2019-10-17T06:41:46-04:00,1358,3798
2019-10-17T06:56:51-04:00,1358,4255
2019-10-17T07:11:46-04:00,1283,3214
2019-10-17T07:26:49-04:00,1283,3214
2019-10-17T07:41:47-04:00,1283,3113
2019-10-17T07:56:41-04:00,1358,4436
2019-10-17T08:11:48-04:00,1485,4491
2019-10-17T08:26:45-04:00,1838,4288
2019-10-17T08:41:44-04:00,1838,4399
2019-10-17T08:56:43-04:00,1840,4489
2019-10-17T09:11:49-04:00,1875,4493
2019-10-17T09:26:38-04:00,1875,4479
2019-10-17T09:41:47-04:00,1854,4480
2019-10-17T09:56:46-04:00,1851,4399
2019-10-17T10:11:52-04:00,1851,4043
2019-10-17T10:26:52-04:00,1789,4300
2019-10-17T10:41:46-04:00,1789,3961
2019-10-17T10:56:44-04:00,1919,3598
2019-10-17T11:11:48-04:00,1943,3883
2019-10-17T11:26:44-04:00,1943,3816
2019-10-17T11:41:54-04:00,1943,3746
2019-10-17T11:56:54-04:00,1940,3743
2019-10-17T12:11:44-04:00,1940,3683
2019-10-17T12:26:39-04:00,1940,3686
2019-10-17T12:41:54-04:00,1940,3739
2019-10-17T12:56:54-04:00,1940,3731
2019-10-17T13:11:42-04:00,1895,3856
2019-10-17T13:26:48-04:00,1897,3788
2019-10-17T13:41:51-04:00,1897,3744
2019-10-17T13:56:47-04:00,1926,3694
2019-10-17T14:11:45-04:00,1932,3740
2019-10-17T14:26:55-04:00,1932,3618
2019-10-17T14:41:54-04:00,1932,3667
2019-10-17T14:56:46-04:00,1915,3741
2019-10-17T15:11:50-04:00,1915,3740
2019-10-17T15:26:44-04:00,1935,3698
2019-10-17T15:41:45-04:00,1840,3628
2019-10-17T15:56:43-04:00,1899,3601
2019-10-17T16:11:43-04:00,1898,3601
2019-10-17T16:26:53-04:00,1898,3600
2019-10-17T16:41:48-04:00,1227,3597
2019-10-17T16:56:43-04:00,1227,3705
2019-10-17T17:11:44-04:00,1227,3736
2019-10-17T17:26:50-04:00,1227,3741
2019-10-17T17:41:51-04:00,1395,3088
2019-10-17T17:56:47-04:00,1158,3668
2019-10-17T18:11:41-04:00,1158,3550
2019-10-17T18:26:41-04:00,1789,3713
2019-10-17T18:41:42-04:00,1789,3737
2019-10-17T18:56:56-04:00,1789,3739
2019-10-17T19:11:49-04:00,1849,3643
2019-10-17T19:26:38-04:00,1910,3407
2019-10-17T19:41:39-04:00,1786,3707
2019-10-17T19:56:49-04:00,1142,3741
2019-10-17T20:11:47-04:00,1246,3741
2019-10-17T20:26:49-04:00,1695,3741
2019-10-17T20:41:47-04:00,1695,3740
2019-10-17T20:56:54-04:00,1232,3740
2019-10-17T21:11:45-04:00,1232,3737
2019-10-17T21:26:48-04:00,1232,3741
2019-10-17T21:41:48-04:00,1079,3697
2019-10-17T21:56:47-04:00,1047,3545
2019-10-17T22:11:48-04:00,1047,3741
2019-10-17T22:26:54-04:00,1029,3741
2019-10-17T22:41:43-04:00,1834,3740
2019-10-17T22:56:55-04:00,1363,3740
2019-10-17T23:11:38-04:00,1593,3741
2019-10-17T23:26:43-04:00,1672,3743
2019-10-17T23:41:55-04:00,1673,3745
2019-10-17T23:56:47-04:00,1787,3691
2019-10-18T00:11:41-04:00,1787,3898
2019-10-18T00:26:53-04:00,1787,3947
2019-10-18T00:41:53-04:00,1898,3950
2019-10-18T00:56:46-04:00,1898,3950
2019-10-18T01:26:40-04:00,1866,3946
2019-10-18T01:41:54-04:00,1866,3646
2019-10-18T01:56:46-04:00,1866,3889
2019-10-18T02:11:44-04:00,1866,3944
2019-10-18T02:26:49-04:00,1866,3898
2019-10-18T02:41:47-04:00,1366,3948
2019-10-18T02:56:45-04:00,1889,3810
2019-10-18T03:11:47-04:00,1889,1782
2019-10-18T03:26:43-04:00,1889,3457
2019-10-18T03:41:46-04:00,1891,3634
2019-10-18T03:56:46-04:00,1891,3789
2019-10-18T04:11:39-04:00,1891,3580
2019-10-18T04:26:50-04:00,1765,3643
2019-10-18T04:41:47-04:00,1863,3887
2019-10-18T04:56:44-04:00,1865,3480
2019-10-18T05:11:54-04:00,1501,3809
2019-10-18T05:26:42-04:00,1501,3864
2019-10-18T05:41:54-04:00,1837,3564
2019-10-18T05:56:46-04:00,1837,3880
2019-10-18T06:11:43-04:00,1837,3880
2019-10-18T06:26:47-04:00,1837,3880
2019-10-18T06:41:47-04:00,1837,3798
2019-10-18T06:56:41-04:00,1837,3771
2019-10-18T07:11:49-04:00,1844,3463
2019-10-18T07:26:45-04:00,1845,3726
2019-10-18T07:41:47-04:00,1849,3624
2019-10-18T07:56:51-04:00,1876,3624
2019-10-18T08:11:46-04:00,1876,3742
2019-10-18T08:26:40-04:00,1876,3750
2019-10-18T08:41:47-04:00,1802,3929
2019-10-18T08:56:41-04:00,1660,3448
2019-10-18T09:11:44-04:00,1842,3806
2019-10-18T09:26:44-04:00,1870,3860
2019-10-18T09:41:43-04:00,1558,3688
2019-10-18T09:56:43-04:00,1558,3847
2019-10-18T10:11:41-04:00,1558,3688
2019-10-18T10:26:47-04:00,1815,3831
2019-10-18T10:42:00-04:00,1815,3896
2019-10-18T10:56:47-04:00,1805,3896
2019-10-18T11:11:47-04:00,1834,3896
2019-10-18T11:26:49-04:00,1834,3898
2019-10-18T11:41:51-04:00,1800,3897
2019-10-18T11:56:51-04:00,1802,3897
2019-10-18T12:11:55-04:00,1829,3897
2019-10-18T12:26:44-04:00,1494,3965
2019-10-18T12:41:49-04:00,1525,3999
2019-10-18T12:56:50-04:00,1525,3681
2019-10-18T13:11:58-04:00,1525,3742
2019-10-18T13:26:42-04:00,1882,3922
2019-10-18T13:41:43-04:00,1885,3948
2019-10-18T13:56:36-04:00,1885,3684
2019-10-18T14:11:41-04:00,1885,3831
2019-10-18T14:26:41-04:00,1885,3922
2019-10-18T14:41:45-04:00,1879,3927
2019-10-18T14:56:52-04:00,1881,3943
2019-10-18T15:11:40-04:00,1881,3945
2019-10-18T15:26:56-04:00,1822,3947
2019-10-18T15:41:55-04:00,1822,3947
2019-10-18T15:56:48-04:00,1858,3948
2019-10-18T16:11:48-04:00,1867,3948
2019-10-18T16:26:54-04:00,1867,3949
2019-10-18T16:41:49-04:00,1687,3950
2019-10-18T16:56:45-04:00,1687,3950
2019-10-18T17:11:48-04:00,1742,3925
2019-10-18T17:26:41-04:00,1742,3932
2019-10-18T17:41:54-04:00,1743,3913
2019-10-18T17:56:43-04:00,1796,3910
2019-10-18T18:11:51-04:00,1799,3900
2019-10-18T18:26:47-04:00,1799,3900
2019-10-18T18:41:55-04:00,1744,3680
2019-10-18T18:56:46-04:00,1744,3880
2019-10-18T19:11:50-04:00,1744,3936
2019-10-18T19:26:50-04:00,1215,3555
2019-10-18T19:41:46-04:00,1126,3871
2019-10-18T19:56:48-04:00,1126,3532
2019-10-18T20:11:49-04:00,1755,3705
2019-10-18T20:26:50-04:00,1551,3875
2019-10-18T20:41:43-04:00,1507,3886
2019-10-18T20:56:47-04:00,1204,3902
2019-10-18T21:11:41-04:00,1133,3900
2019-10-18T21:26:48-04:00,1130,3663
2019-10-18T21:41:49-04:00,1130,3932
2019-10-18T21:56:52-04:00,1188,3570
2019-10-18T22:12:02-04:00,1580,3903
2019-10-18T22:26:48-04:00,1680,3936
2019-10-18T22:41:54-04:00,1800,2946
2019-10-18T23:10:05-04:00,1825,3153
2019-10-18T23:25:22-04:00,1777,3883
2019-10-18T23:40:06-04:00,1864,3895
2019-10-18T23:55:08-04:00,1692,3895
2019-10-19T00:10:11-04:00,1692,3894
2019-10-19T00:25:15-04:00,1692,3748
2019-10-19T00:40:11-04:00,1857,3890
2019-10-19T00:55:03-04:00,1509,3889
2019-10-19T01:10:14-04:00,1509,3888
2019-10-19T01:25:16-04:00,1527,3886
2019-10-19T01:40:14-04:00,1701,3885
2019-10-19T01:55:08-04:00,1701,3814
2019-10-19T02:10:05-04:00,1701,3868
2019-10-19T02:25:13-04:00,1701,2828
2019-10-19T02:40:09-04:00,1859,3275
2019-10-19T02:55:08-04:00,1859,3837
2019-10-19T03:10:06-04:00,1175,3867
2019-10-19T03:25:04-04:00,1175,3869
2019-10-19T03:55:07-04:00,1175,3869
2019-10-19T04:10:07-04:00,1175,3868
2019-10-19T04:39:54-04:00,1316,3578
2019-10-19T04:55:08-04:00,1598,3743
2019-10-19T05:10:00-04:00,1598,3845
2019-10-19T05:25:11-04:00,1803,3865
2019-10-19T05:40:06-04:00,1730,3839
2019-10-19T05:55:03-04:00,1831,3852
2019-10-19T06:10:07-04:00,1831,3664
2019-10-19T06:25:13-04:00,1831,3777
2019-10-19T06:40:16-04:00,1831,3789
2019-10-19T06:55:01-04:00,1831,3523
2019-10-19T07:10:07-04:00,1861,3788
2019-10-19T07:24:56-04:00,1861,3789
2019-10-19T07:40:08-04:00,1861,3792
2019-10-19T07:54:57-04:00,1861,3795
2019-10-19T08:25:51-04:00,1760,3795
2019-10-19T08:40:43-04:00,1760,3795
2019-10-19T09:13:22-04:00,1004,3784
2019-10-19T09:28:33-04:00,1004,3784
2019-10-19T10:12:42-04:00,1003,3784
2019-10-19T10:58:29-04:00,1729,3784
2019-10-19T11:14:10-04:00,1727,3784
2019-10-19T11:29:18-04:00,1719,3787
2019-10-19T11:44:07-04:00,1059,3779
2019-10-19T11:59:13-04:00,1059,3780
2019-10-19T12:14:16-04:00,1059,3780
2019-10-19T12:29:18-04:00,1711,3769
2019-10-19T12:44:17-04:00,1711,3698
2019-10-19T12:59:04-04:00,1859,3711
2019-10-19T13:14:11-04:00,1859,3704
2019-10-19T13:29:14-04:00,1831,3750
2019-10-19T13:44:11-04:00,1643,3710
2019-10-19T13:59:18-04:00,1643,3726
2019-10-19T14:40:47-04:00,1721,3726
2019-10-19T15:49:35-04:00,1252,3726
2019-10-19T16:36:33-04:00,1638,3715
2019-10-19T16:51:30-04:00,1428,3718
2019-10-19T17:06:29-04:00,1428,3724
2019-10-19T17:21:26-04:00,1409,3338
2019-10-19T17:36:30-04:00,1388,3687
2019-10-19T17:51:33-04:00,1388,3714
2019-10-19T18:06:35-04:00,1057,3448
2019-10-19T18:21:23-04:00,1057,3072
2019-10-19T18:36:32-04:00,1057,2726
2019-10-19T18:51:40-04:00,1057,3439
2019-10-19T19:06:40-04:00,1015,3680
2019-10-19T19:21:29-04:00,946,3686
2019-10-19T19:36:19-04:00,1334,3690
2019-10-19T19:51:25-04:00,1334,3684
2019-10-19T20:06:28-04:00,1334,3710
2019-10-19T20:21:26-04:00,1433,3704
2019-10-19T20:36:30-04:00,1302,3712
2019-10-19T20:51:28-04:00,1086,3695
2019-10-19T21:06:35-04:00,1071,3713
2019-10-19T21:21:27-04:00,1499,3713
2019-10-19T21:36:32-04:00,1499,3713
2019-10-19T21:51:34-04:00,1043,3707
2019-10-19T22:06:29-04:00,1601,3710
2019-10-19T22:57:13-04:00,1769,3578
2019-10-19T23:12:18-04:00,1179,3704
2019-10-19T23:27:14-04:00,1751,3709
2019-10-19T23:42:12-04:00,1751,3710
2019-10-19T23:57:06-04:00,1651,3682
2019-10-20T00:12:11-04:00,1651,3033
2019-10-20T00:27:05-04:00,1708,3607
2019-10-20T00:42:17-04:00,1754,3252
2019-10-20T00:57:11-04:00,1754,3609
2019-10-20T01:12:06-04:00,1754,3711
2019-10-20T01:27:09-04:00,1810,2799
2019-10-20T01:42:16-04:00,1810,3629
2019-10-20T01:57:10-04:00,1810,3717
2019-10-20T02:12:14-04:00,1810,3671
2019-10-20T02:27:18-04:00,1697,3651
2019-10-20T02:42:11-04:00,1817,3651
2019-10-20T02:57:08-04:00,1833,3648
2019-10-20T03:12:07-04:00,1833,3647
2019-10-20T03:27:12-04:00,1833,3657
2019-10-20T03:42:11-04:00,1416,3695
2019-10-20T03:57:06-04:00,1830,3698
2019-10-20T04:12:14-04:00,1776,3699
2019-10-20T04:27:05-04:00,1788,3699
2019-10-20T04:42:11-04:00,1788,3700
2019-10-20T04:57:15-04:00,1788,3700
2019-10-20T05:12:12-04:00,1788,3700
2019-10-20T05:27:11-04:00,1788,3680
2019-10-20T05:42:15-04:00,1788,3341
2019-10-20T05:57:08-04:00,1788,3674
2019-10-20T06:12:10-04:00,1147,3691
2019-10-20T06:27:16-04:00,1147,3691
2019-10-20T06:42:09-04:00,1711,3546
2019-10-20T06:57:06-04:00,1711,3546
2019-10-20T07:12:11-04:00,1759,2918
2019-10-20T07:27:07-04:00,1792,3689
2019-10-20T07:42:11-04:00,1792,3686
2019-10-20T07:57:13-04:00,1662,3449
2019-10-20T08:12:08-04:00,1662,3700
2019-10-20T08:27:11-04:00,1064,3700
2019-10-20T08:52:28-04:00,1673,3700
2019-10-20T09:07:14-04:00,1673,3699
2019-10-20T09:35:20-04:00,1758,3699
2019-10-20T09:50:23-04:00,1373,3592
2019-10-20T10:05:17-04:00,1373,3450
2019-10-20T10:20:29-04:00,1125,3631
2019-10-20T10:35:20-04:00,1147,3607
2019-10-20T10:50:28-04:00,1183,3697
2019-10-20T11:05:26-04:00,1509,3606
2019-10-20T11:20:19-04:00,1548,3595
2019-10-20T11:35:26-04:00,1565,3597
2019-10-20T11:50:24-04:00,1565,3696
2019-10-20T12:38:27-04:00,1808,3699
2019-10-20T13:01:54-04:00,1619,3695
2019-10-20T13:17:04-04:00,1619,3693
2019-10-20T13:31:59-04:00,1571,3615
2019-10-20T13:47:04-04:00,1571,3631
2019-10-20T14:01:59-04:00,1201,3482
2019-10-20T14:17:01-04:00,1201,3694
2019-10-20T14:32:03-04:00,1252,3708
2019-10-20T14:47:00-04:00,1642,3699
2019-10-20T15:01:55-04:00,1642,3092
2019-10-20T15:17:01-04:00,1634,3696
2019-10-20T15:31:58-04:00,1324,3303
2019-10-20T15:47:04-04:00,1395,5095
2019-10-20T16:01:52-04:00,1421,3753
2019-10-20T16:17:09-04:00,1417,3714
2019-10-20T16:32:02-04:00,1327,3713
2019-10-20T16:57:14-04:00,1320,3753
2019-10-20T17:12:25-04:00,1637,3694
2019-10-20T18:07:54-04:00,1632,3357
2019-10-20T18:22:43-04:00,1634,3689
2019-10-20T19:04:03-04:00,1602,3699
2019-10-20T19:18:56-04:00,1638,3700
2019-10-20T19:38:37-04:00,1604,3688
2019-10-20T19:58:28-04:00,1604,4131
2019-10-20T20:13:29-04:00,1604,3674
2019-10-21T22:09:30-04:00,1506,3439
2019-10-21T22:21:34-04:00,1506,3700
2019-10-21T22:31:39-04:00,1506,3707
2019-10-21T22:41:29-04:00,1506,3580
2019-10-21T22:51:34-04:00,1506,3633
2019-10-21T23:01:36-04:00,1495,3600
2019-10-21T23:11:34-04:00,1495,3603
2019-10-21T23:21:35-04:00,1495,3590
2019-10-21T23:31:32-04:00,1495,3295
2019-10-21T23:41:29-04:00,1495,3485
2019-10-21T23:51:37-04:00,1304,3674
2019-10-22T00:01:38-04:00,1253,3694
2019-10-22T00:11:41-04:00,1613,3701
2019-10-22T00:21:42-04:00,1629,3385
2019-10-22T00:31:41-04:00,1629,3667
2019-10-22T00:41:40-04:00,1629,3682
2019-10-22T00:51:30-04:00,1585,3522
2019-10-22T01:01:30-04:00,1281,3676
2019-10-22T01:11:41-04:00,1021,3692
2019-10-22T01:21:25-04:00,1021,3693
2019-10-22T01:31:31-04:00,1386,3688
2019-10-22T01:41:30-04:00,1560,3691
2019-10-22T01:51:31-04:00,1560,3694
2019-10-22T02:01:40-04:00,1560,3694
2019-10-22T02:11:37-04:00,1560,3694
2019-10-22T02:21:32-04:00,1560,3694
2019-10-22T02:31:34-04:00,1513,3357
2019-10-22T02:41:29-04:00,1513,3369
2019-10-22T02:51:39-04:00,1533,3685
2019-10-22T03:01:37-04:00,1588,3692
2019-10-22T03:11:33-04:00,1588,3400
2019-10-22T03:21:27-04:00,1588,3679
2019-10-22T03:31:31-04:00,1626,3691
2019-10-22T03:41:32-04:00,1616,3692
2019-10-22T03:51:42-04:00,1631,3235
2019-10-22T04:01:33-04:00,1631,3326
2019-10-22T04:11:38-04:00,1631,3936
2019-10-22T04:21:40-04:00,1631,3749
2019-10-22T04:31:28-04:00,1104,3738
2019-10-22T04:41:27-04:00,1541,3738
2019-10-22T04:51:32-04:00,1541,3917
2019-10-22T05:01:33-04:00,1541,3917
2019-10-22T05:11:39-04:00,1541,3757
2019-10-22T05:21:26-04:00,1541,3703
2019-10-22T05:31:39-04:00,1541,3692
2019-10-22T05:41:42-04:00,1541,3596
2019-10-22T05:51:33-04:00,1541,3596
2019-10-22T06:01:47-04:00,1541,3688
2019-10-22T06:11:33-04:00,1541,3689
2019-10-22T06:21:36-04:00,1541,3689
2019-10-22T06:31:35-04:00,1541,3689
2019-10-22T06:41:32-04:00,1541,3691
2019-10-22T06:51:45-04:00,1197,3691
2019-10-22T07:01:35-04:00,1178,3692
2019-10-22T07:11:31-04:00,1178,3239
2019-10-22T07:21:37-04:00,1178,3676
2019-10-22T07:39:17-04:00,1178,3679
2019-10-22T07:49:12-04:00,1126,3684
2019-10-22T07:59:14-04:00,1126,3684
2019-10-22T08:09:14-04:00,1126,3640
2019-10-22T08:19:09-04:00,1314,3604
2019-10-22T08:29:10-04:00,1243,3577
2019-10-22T08:39:12-04:00,1243,3550
2019-10-22T08:49:16-04:00,1243,3549
2019-10-22T08:59:15-04:00,1243,3525
2019-10-22T09:09:07-04:00,1570,3676
2019-10-22T09:19:13-04:00,1570,3683
2019-10-22T09:29:16-04:00,912,3287
2019-10-22T09:39:13-04:00,976,3320
2019-10-22T09:49:10-04:00,976,3559
2019-10-22T09:59:17-04:00,976,3536
2019-10-22T10:09:12-04:00,981,3611
2019-10-22T10:19:14-04:00,1327,3637
2019-10-22T10:29:20-04:00,1327,3494
2019-10-22T10:39:19-04:00,1242,3273
2019-10-22T10:49:14-04:00,1242,3443
2019-10-22T10:59:11-04:00,1242,3636
2019-10-22T11:09:10-04:00,1242,3628
2019-10-22T11:19:08-04:00,1242,3628
2019-10-22T11:29:09-04:00,1589,3632
2019-10-22T11:39:19-04:00,1600,3425
2019-10-22T11:49:26-04:00,1600,3539
2019-10-22T11:59:06-04:00,1600,4296
2019-10-22T12:28:17-04:00,1513,3955
2019-10-22T12:38:18-04:00,1513,3658
2019-10-22T12:48:09-04:00,1513,3507
2019-10-22T12:58:10-04:00,1513,3623
2019-10-22T13:08:19-04:00,1513,3628
